
2018-05-11 23:58:33	http://bbs.78dm.net
http://bbs.78dm.net	管理组：['管理员', '超级版主', '版主']
http://bbs.78dm.net	成功收听	5174909
http://bbs.78dm.net	成功收听	49386
http://bbs.78dm.net	成功收听	4858387
http://bbs.78dm.net	成功收听	37354
http://bbs.78dm.net	成功收听	4843871
http://bbs.78dm.net	成功收听	2897146
http://bbs.78dm.net	成功收听	5172839
http://bbs.78dm.net	成功收听	3174334
http://bbs.78dm.net	成功收听	5174136
http://bbs.78dm.net	成功收听	2054088
http://bbs.78dm.net	成功收听	5174910
http://bbs.78dm.net	成功收听	5154621
http://bbs.78dm.net	成功收听	5104940
http://bbs.78dm.net	成功收听	3691520
http://bbs.78dm.net	成功收听	5172862
http://bbs.78dm.net	成功收听	178887
http://bbs.78dm.net	成功收听	5125309
http://bbs.78dm.net	成功收听	1823500
http://bbs.78dm.net	成功收听	5173336
http://bbs.78dm.net	成功收听	3435164
http://bbs.78dm.net	成功收听	4997442
http://bbs.78dm.net	成功收听	5069361
http://bbs.78dm.net	成功收听	5174911
http://bbs.78dm.net	成功收听	5136535
http://bbs.78dm.net	成功收听	5041939
http://bbs.78dm.net	成功收听	5174912
http://bbs.78dm.net	成功收听	293029
http://bbs.78dm.net	成功收听	2955547
http://bbs.78dm.net	成功收听	5137374
http://bbs.78dm.net	成功收听	3698284
http://bbs.78dm.net	成功收听	5057487
http://bbs.78dm.net	成功收听	3570428
http://bbs.78dm.net	成功收听	1889739
http://bbs.78dm.net	成功收听	5174914
http://bbs.78dm.net	成功收听	5172977
http://bbs.78dm.net	成功收听	3783213
http://bbs.78dm.net	成功收听	3376918
http://bbs.78dm.net	成功收听	3571408
http://bbs.78dm.net	成功收听	3774763
http://bbs.78dm.net	成功收听	5172843
http://bbs.78dm.net	成功收听	58211
http://bbs.78dm.net	成功收听	3342083
http://bbs.78dm.net	成功收听	366822
http://bbs.78dm.net	成功收听	38509
http://bbs.78dm.net	成功收听	5000283
http://bbs.78dm.net	成功收听	5056686
http://bbs.78dm.net	成功收听	106113
http://bbs.78dm.net	成功收听	61936
http://bbs.78dm.net	成功收听	3617802
http://bbs.78dm.net	成功收听	264674
http://bbs.78dm.net	成功收听	439836
http://bbs.78dm.net	成功收听	5173338
http://bbs.78dm.net	成功收听	5174915
http://bbs.78dm.net	成功收听	5162331
http://bbs.78dm.net	成功收听	5109420
http://bbs.78dm.net	成功收听	4849507
http://bbs.78dm.net	成功收听	372453
http://bbs.78dm.net	成功收听	2113901
http://bbs.78dm.net	成功收听	21715
http://bbs.78dm.net	成功收听	84355
http://bbs.78dm.net	成功收听	4853461
http://bbs.78dm.net	成功收听	4845102
http://bbs.78dm.net	成功收听	3774595
http://bbs.78dm.net	成功收听	77123
http://bbs.78dm.net	成功收听	477666
http://bbs.78dm.net	成功收听	5094261
http://bbs.78dm.net	成功收听	2160537
http://bbs.78dm.net	成功收听	5174916
http://bbs.78dm.net	成功收听	4841291
http://bbs.78dm.net	成功收听	5174917
http://bbs.78dm.net	成功收听	44041
http://bbs.78dm.net	成功收听	3094475
http://bbs.78dm.net	成功收听	94241
http://bbs.78dm.net	成功收听	5129052
http://bbs.78dm.net	成功收听	2195778
http://bbs.78dm.net	成功收听	5041704
http://bbs.78dm.net	成功收听	419915
http://bbs.78dm.net	成功收听	2409520
http://bbs.78dm.net	成功收听	66510
http://bbs.78dm.net	成功收听	5142009
http://bbs.78dm.net	成功收听	67002
http://bbs.78dm.net	成功收听	56595
http://bbs.78dm.net	成功收听	3134124
http://bbs.78dm.net	成功收听	5174918
http://bbs.78dm.net	成功收听	3238
http://bbs.78dm.net	成功收听	5114535
http://bbs.78dm.net	成功收听	5051581
http://bbs.78dm.net	成功收听	394165
http://bbs.78dm.net	成功收听	3829515
http://bbs.78dm.net	成功收听	3778689
http://bbs.78dm.net	成功收听	4849040
http://bbs.78dm.net	成功收听	1954157
http://bbs.78dm.net	成功收听	5174919
http://bbs.78dm.net	成功收听	3689145
http://bbs.78dm.net	成功收听	3780804
http://bbs.78dm.net	成功收听	5099719
http://bbs.78dm.net	成功收听	5161589
http://bbs.78dm.net	成功收听	4845982
http://bbs.78dm.net	成功收听	5154805
http://bbs.78dm.net	成功收听	167107
http://bbs.78dm.net	成功收听	5114507
http://bbs.78dm.net	成功收听	10803
http://bbs.78dm.net	成功收听	1853004
http://bbs.78dm.net	成功收听	108291
http://bbs.78dm.net	成功收听	5163714
http://bbs.78dm.net	成功收听	51029
http://bbs.78dm.net	成功收听	5171640
http://bbs.78dm.net	成功收听	5174920
http://bbs.78dm.net	成功收听	5174921
http://bbs.78dm.net	成功收听	12727
http://bbs.78dm.net	成功收听	5152406
http://bbs.78dm.net	成功收听	5127950
http://bbs.78dm.net	成功收听	3772676
http://bbs.78dm.net	成功收听	331766
http://bbs.78dm.net	成功收听	5174922
http://bbs.78dm.net	成功收听	4886
http://bbs.78dm.net	成功收听	179271
http://bbs.78dm.net	成功收听	12887
http://bbs.78dm.net	成功收听	5151868
http://bbs.78dm.net	成功收听	3698298
http://bbs.78dm.net	成功收听	344625
http://bbs.78dm.net	成功收听	2003865
http://bbs.78dm.net	成功收听	5174143
http://bbs.78dm.net	成功收听	5174923
http://bbs.78dm.net	成功收听	5056909
http://bbs.78dm.net	成功收听	2788077
http://bbs.78dm.net	成功收听	3506991
http://bbs.78dm.net	成功收听	54084
http://bbs.78dm.net	成功收听	3710984
http://bbs.78dm.net	成功收听	5174924
http://bbs.78dm.net	成功收听	3667235
http://bbs.78dm.net	成功收听	5126796
http://bbs.78dm.net	成功收听	51664
http://bbs.78dm.net	成功收听	35825
http://bbs.78dm.net	成功收听	5089339
http://bbs.78dm.net	成功收听	3327267
http://bbs.78dm.net	成功收听	38425
http://bbs.78dm.net	成功收听	34370
http://bbs.78dm.net	成功收听	380561
http://bbs.78dm.net	成功收听	140484
http://bbs.78dm.net	成功收听	3830022
http://bbs.78dm.net	成功收听	5060082
http://bbs.78dm.net	成功收听	53372
http://bbs.78dm.net	成功收听	219140
http://bbs.78dm.net	成功收听	5174926
http://bbs.78dm.net	成功收听	5002230
http://bbs.78dm.net	成功收听	2781795
http://bbs.78dm.net	成功收听	5174670
http://bbs.78dm.net	成功收听	249109
http://bbs.78dm.net	成功收听	1977851
http://bbs.78dm.net	成功收听	153492
http://bbs.78dm.net	成功收听	4917499
http://bbs.78dm.net	成功收听	313670
http://bbs.78dm.net	成功收听	3772059
http://bbs.78dm.net	成功收听	5096930
http://bbs.78dm.net	成功收听	160253
http://bbs.78dm.net	成功收听	43394
http://bbs.78dm.net	成功收听	777900
http://bbs.78dm.net	成功收听	46874
http://bbs.78dm.net	成功收听	3656111
http://bbs.78dm.net	成功收听	48510
http://bbs.78dm.net	成功收听	3712684
http://bbs.78dm.net	成功收听	5174927
http://bbs.78dm.net	成功收听	3144134
http://bbs.78dm.net	成功收听	364520
http://bbs.78dm.net	成功收听	1901848
http://bbs.78dm.net	成功收听	5153140
http://bbs.78dm.net	成功收听	221932
http://bbs.78dm.net	成功收听	36268
http://bbs.78dm.net	成功收听	23750
http://bbs.78dm.net	成功收听	3290580
http://bbs.78dm.net	成功收听	50715
http://bbs.78dm.net	成功收听	80015
http://bbs.78dm.net	成功收听	5127660
http://bbs.78dm.net	成功收听	3514632
http://bbs.78dm.net	成功收听	5174284
http://bbs.78dm.net	成功收听	4984878
http://bbs.78dm.net	成功收听	2765945
http://bbs.78dm.net	成功收听	21995
http://bbs.78dm.net	成功收听	5095370
http://bbs.78dm.net	成功收听	5071696
http://bbs.78dm.net	成功收听	5051863
http://bbs.78dm.net	成功收听	5143133
http://bbs.78dm.net	成功收听	5103958
http://bbs.78dm.net	成功收听	3782447
http://bbs.78dm.net	成功收听	796019
http://bbs.78dm.net	成功收听	38108
http://bbs.78dm.net	成功收听	174949
http://bbs.78dm.net	成功收听	3849082
http://bbs.78dm.net	成功收听	275126
http://bbs.78dm.net	成功收听	5073107
http://bbs.78dm.net	成功收听	5174929
http://bbs.78dm.net	成功收听	5174194
http://bbs.78dm.net	成功收听	5163177
http://bbs.78dm.net	成功收听	373066
http://bbs.78dm.net	成功收听	5142136
http://bbs.78dm.net	成功收听	136498
http://bbs.78dm.net	成功收听	5172983
http://bbs.78dm.net	成功收听	346544
http://bbs.78dm.net	成功收听	5147950
http://bbs.78dm.net	成功收听	3458338
http://bbs.78dm.net	成功收听	5168368
http://bbs.78dm.net	成功收听	71763
http://bbs.78dm.net	成功收听	5163856
http://bbs.78dm.net	成功收听	1773222
http://bbs.78dm.net	成功收听	153395
http://bbs.78dm.net	成功收听	3718165
http://bbs.78dm.net	成功收听	5107240
http://bbs.78dm.net	成功收听	223070
http://bbs.78dm.net	成功收听	5159814
http://bbs.78dm.net	成功收听	47619
http://bbs.78dm.net	成功收听	5172899
http://bbs.78dm.net	成功收听	149228
http://bbs.78dm.net	成功收听	5088282
http://bbs.78dm.net	成功收听	2746963
http://bbs.78dm.net	成功收听	778381
http://bbs.78dm.net	成功收听	5171950
http://bbs.78dm.net	成功收听	5174931
http://bbs.78dm.net	成功收听	227064
http://bbs.78dm.net	成功收听	154411
http://bbs.78dm.net	成功收听	40896
http://bbs.78dm.net	成功收听	447727
http://bbs.78dm.net	成功收听	95206
http://bbs.78dm.net	成功收听	48809
http://bbs.78dm.net	成功收听	5143573
http://bbs.78dm.net	成功收听	5159817
http://bbs.78dm.net	成功收听	5174932
http://bbs.78dm.net	成功收听	3323978
http://bbs.78dm.net	成功收听	5174660
http://bbs.78dm.net	成功收听	3527922
http://bbs.78dm.net	成功收听	3590413
http://bbs.78dm.net	成功收听	5067787
http://bbs.78dm.net	成功收听	59525
http://bbs.78dm.net	成功收听	332256
http://bbs.78dm.net	成功收听	5174933
http://bbs.78dm.net	成功收听	5160356
http://bbs.78dm.net	成功收听	5062778
http://bbs.78dm.net	成功收听	3743259
http://bbs.78dm.net	成功收听	5174934
http://bbs.78dm.net	成功收听	5174634
http://bbs.78dm.net	成功收听	3750763
http://bbs.78dm.net	成功收听	5108808
http://bbs.78dm.net	成功收听	5049198
http://bbs.78dm.net	成功收听	5099113
http://bbs.78dm.net	成功收听	5158822
http://bbs.78dm.net	成功收听	5152727
http://bbs.78dm.net	成功收听	3760922
http://bbs.78dm.net	成功收听	5174936
http://bbs.78dm.net	成功收听	3673032
http://bbs.78dm.net	成功收听	5172595
http://bbs.78dm.net	成功收听	5174137
http://bbs.78dm.net	成功收听	2682129
http://bbs.78dm.net	成功收听	5174937
http://bbs.78dm.net	成功收听	5174938
http://bbs.78dm.net	成功收听	23547
http://bbs.78dm.net	成功收听	5042201
http://bbs.78dm.net	成功收听	27873
http://bbs.78dm.net	成功收听	3019555
http://bbs.78dm.net	成功收听	39169
http://bbs.78dm.net	成功收听	250387
http://bbs.78dm.net	成功收听	5172907
http://bbs.78dm.net	成功收听	182047
http://bbs.78dm.net	成功收听	5144499
http://bbs.78dm.net	成功收听	5174939
http://bbs.78dm.net	成功收听	21776
http://bbs.78dm.net	成功收听	190773
http://bbs.78dm.net	成功收听	5173744
http://bbs.78dm.net	成功收听	48553
http://bbs.78dm.net	成功收听	3712121
http://bbs.78dm.net	成功收听	1964826
http://bbs.78dm.net	成功收听	5103520
http://bbs.78dm.net	成功收听	118386
http://bbs.78dm.net	成功收听	50941
http://bbs.78dm.net	成功收听	3743784
http://bbs.78dm.net	成功收听	215582
http://bbs.78dm.net	成功收听	5084974
http://bbs.78dm.net	成功收听	1765495
http://bbs.78dm.net	成功收听	5088849
http://bbs.78dm.net	成功收听	381307
http://bbs.78dm.net	成功收听	34466
http://bbs.78dm.net	成功收听	3741099
http://bbs.78dm.net	成功收听	187272
http://bbs.78dm.net	成功收听	3248777
http://bbs.78dm.net	成功收听	3482798
http://bbs.78dm.net	成功收听	57893
http://bbs.78dm.net	成功收听	5075776
http://bbs.78dm.net	成功收听	5171509
http://bbs.78dm.net	成功收听	7011
http://bbs.78dm.net	成功收听	5171506
http://bbs.78dm.net	成功收听	39428
http://bbs.78dm.net	成功收听	388136
http://bbs.78dm.net	成功收听	1037301
http://bbs.78dm.net	成功收听	3359568
http://bbs.78dm.net	成功收听	536652
http://bbs.78dm.net	成功收听	58438
http://bbs.78dm.net	成功收听	5168224
http://bbs.78dm.net	成功收听	5050999
http://bbs.78dm.net	成功收听	57249
http://bbs.78dm.net	成功收听	5143328
http://bbs.78dm.net	成功收听	5069837
http://bbs.78dm.net	成功收听	1871348
http://bbs.78dm.net	成功收听	307984
http://bbs.78dm.net	成功收听	355961
http://bbs.78dm.net	成功收听	3836702
http://bbs.78dm.net	成功收听	30198
http://bbs.78dm.net	成功收听	5131203
http://bbs.78dm.net	成功收听	4844191
http://bbs.78dm.net	成功收听	35597
http://bbs.78dm.net	成功收听	22060
http://bbs.78dm.net	成功收听	5152808
http://bbs.78dm.net	成功收听	5174940
http://bbs.78dm.net	成功收听	5174941
http://bbs.78dm.net	成功收听	262662
http://bbs.78dm.net	成功收听	5151376
http://bbs.78dm.net	成功收听	5174942
http://bbs.78dm.net	成功收听	85506
http://bbs.78dm.net	成功收听	5174943
http://bbs.78dm.net	成功收听	5174944
http://bbs.78dm.net	成功收听	5071312
http://bbs.78dm.net	成功收听	2967230
http://bbs.78dm.net	成功收听	2505916
http://bbs.78dm.net	成功收听	5165019
http://bbs.78dm.net	成功收听	4847018
http://bbs.78dm.net	成功收听	5111809
http://bbs.78dm.net	成功收听	3426976
http://bbs.78dm.net	成功收听	4993909
http://bbs.78dm.net	成功收听	5135700
http://bbs.78dm.net	成功收听	111075
http://bbs.78dm.net	成功收听	3814670
http://bbs.78dm.net	成功收听	49774
http://bbs.78dm.net	成功收听	289021
http://bbs.78dm.net	成功收听	5174946
http://bbs.78dm.net	成功收听	450636
http://bbs.78dm.net	成功收听	5114061
http://bbs.78dm.net	成功收听	3543436
http://bbs.78dm.net	成功收听	360946
http://bbs.78dm.net	成功收听	1875146
http://bbs.78dm.net	成功收听	5053346
http://bbs.78dm.net	成功收听	284278
http://bbs.78dm.net	成功收听	5174191
http://bbs.78dm.net	成功收听	5103578
http://bbs.78dm.net	成功收听	356580
http://bbs.78dm.net	成功收听	5172072
http://bbs.78dm.net	成功收听	402330
http://bbs.78dm.net	成功收听	51944
http://bbs.78dm.net	成功收听	5171087
http://bbs.78dm.net	成功收听	5174947
http://bbs.78dm.net	成功收听	149857
http://bbs.78dm.net	成功收听	113522
http://bbs.78dm.net	成功收听	44246
http://bbs.78dm.net	成功收听	5174948
http://bbs.78dm.net	成功收听	5174949
http://bbs.78dm.net	成功收听	232242
http://bbs.78dm.net	成功收听	3089347
http://bbs.78dm.net	成功收听	5084565
http://bbs.78dm.net	成功收听	3472073
http://bbs.78dm.net	成功收听	5152634
http://bbs.78dm.net	成功收听	4825174
http://bbs.78dm.net	成功收听	5127136
http://bbs.78dm.net	成功收听	5174950
http://bbs.78dm.net	成功收听	3093271
http://bbs.78dm.net	成功收听	5169467
http://bbs.78dm.net	成功收听	5042258
http://bbs.78dm.net	成功收听	10310
http://bbs.78dm.net	成功收听	3129158
http://bbs.78dm.net	成功收听	5056875
http://bbs.78dm.net	成功收听	101710
http://bbs.78dm.net	成功收听	5174951
http://bbs.78dm.net	成功收听	5097784
http://bbs.78dm.net	成功收听	5174952
http://bbs.78dm.net	成功收听	3706999
http://bbs.78dm.net	成功收听	5109703
http://bbs.78dm.net	成功收听	3769265
http://bbs.78dm.net	成功收听	166876
http://bbs.78dm.net	成功收听	137515
http://bbs.78dm.net	成功收听	166291
http://bbs.78dm.net	成功收听	143649
http://bbs.78dm.net	成功收听	5174955
http://bbs.78dm.net	成功收听	52418
http://bbs.78dm.net	成功收听	3828855
http://bbs.78dm.net	成功收听	5174956
http://bbs.78dm.net	成功收听	5174957
http://bbs.78dm.net	成功收听	1199684
http://bbs.78dm.net	成功收听	5174613
http://bbs.78dm.net	成功收听	5084913
http://bbs.78dm.net	成功收听	78197
http://bbs.78dm.net	成功收听	38282
http://bbs.78dm.net	成功收听	5143096
http://bbs.78dm.net	成功收听	5164374
http://bbs.78dm.net	成功收听	1955055
http://bbs.78dm.net	成功收听	3736
http://bbs.78dm.net	成功收听	5137416
http://bbs.78dm.net	成功收听	5129316
http://bbs.78dm.net	成功收听	5169383
http://bbs.78dm.net	成功收听	4858855
http://bbs.78dm.net	成功收听	5174959
http://bbs.78dm.net	成功收听	713191
http://bbs.78dm.net	成功收听	5133783
http://bbs.78dm.net	成功收听	168735
http://bbs.78dm.net	成功收听	3701154
http://bbs.78dm.net	成功收听	5173484
http://bbs.78dm.net	成功收听	3280952
http://bbs.78dm.net	成功收听	674727
http://bbs.78dm.net	成功收听	4827613
http://bbs.78dm.net	成功收听	3365696
http://bbs.78dm.net	成功收听	5174960
http://bbs.78dm.net	成功收听	5172569
http://bbs.78dm.net	成功收听	5152739
http://bbs.78dm.net	成功收听	5099230
http://bbs.78dm.net	成功收听	5143585
http://bbs.78dm.net	成功收听	2051945
http://bbs.78dm.net	成功收听	57566
http://bbs.78dm.net	成功收听	5174402
http://bbs.78dm.net	成功收听	5174962
http://bbs.78dm.net	成功收听	2034158
http://bbs.78dm.net	成功收听	5137536
http://bbs.78dm.net	成功收听	4848244
http://bbs.78dm.net	成功收听	5174678
http://bbs.78dm.net	成功收听	2276967
http://bbs.78dm.net	成功收听	49412
http://bbs.78dm.net	成功收听	5174963
http://bbs.78dm.net	成功收听	247685
http://bbs.78dm.net	成功收听	1026825
http://bbs.78dm.net	成功收听	5174965
http://bbs.78dm.net	成功收听	5174966
http://bbs.78dm.net	成功收听	5174968
http://bbs.78dm.net	成功收听	5174969
http://bbs.78dm.net	成功收听	5174970
http://bbs.78dm.net	成功收听	84433
http://bbs.78dm.net	成功收听	5055473
http://bbs.78dm.net	成功收听	5143358
http://bbs.78dm.net	成功收听	5076806
http://bbs.78dm.net	成功收听	5174971
http://bbs.78dm.net	成功收听	3839217
http://bbs.78dm.net	成功收听	3065837
http://bbs.78dm.net	成功收听	5158107
http://bbs.78dm.net	成功收听	3360207
http://bbs.78dm.net	成功收听	5139231
http://bbs.78dm.net	成功收听	5158675
http://bbs.78dm.net	成功收听	3839303
http://bbs.78dm.net	成功收听	5063002
http://bbs.78dm.net	成功收听	3839739
http://bbs.78dm.net	成功收听	5123886
http://bbs.78dm.net	成功收听	5174973
http://bbs.78dm.net	成功收听	3021379
http://bbs.78dm.net	成功收听	506273
http://bbs.78dm.net	成功收听	3148485
http://bbs.78dm.net	成功收听	3811304
http://bbs.78dm.net	成功收听	522378
http://bbs.78dm.net	成功收听	5174512
http://bbs.78dm.net	成功收听	1995251
http://bbs.78dm.net	成功收听	3038155
http://bbs.78dm.net	成功收听	5174974
http://bbs.78dm.net	成功收听	445902
http://bbs.78dm.net	成功收听	3344577
http://bbs.78dm.net	成功收听	45155
http://bbs.78dm.net	成功收听	5127942
http://bbs.78dm.net	成功收听	119559
http://bbs.78dm.net	成功收听	5174975
http://bbs.78dm.net	成功收听	1458207
http://bbs.78dm.net	成功收听	65502
http://bbs.78dm.net	成功收听	5174976
http://bbs.78dm.net	成功收听	5174977
http://bbs.78dm.net	成功收听	5155245
http://bbs.78dm.net	成功收听	3767392
http://bbs.78dm.net	成功收听	5174978
http://bbs.78dm.net	成功收听	269296
http://bbs.78dm.net	成功收听	22180
http://bbs.78dm.net	成功收听	2072236
http://bbs.78dm.net	成功收听	385493
http://bbs.78dm.net	成功收听	5174979
http://bbs.78dm.net	成功收听	5174980
http://bbs.78dm.net	成功收听	4850978
http://bbs.78dm.net	成功收听	3044244
http://bbs.78dm.net	成功收听	3429166
http://bbs.78dm.net	成功收听	27275
http://bbs.78dm.net	成功收听	5174981
http://bbs.78dm.net	成功收听	409379
http://bbs.78dm.net	成功收听	5174982
http://bbs.78dm.net	成功收听	915143
http://bbs.78dm.net	成功收听	2182242
http://bbs.78dm.net	成功收听	5174983
http://bbs.78dm.net	成功收听	5143111
http://bbs.78dm.net	成功收听	3808884
http://bbs.78dm.net	成功收听	5133994
http://bbs.78dm.net	成功收听	5174984
http://bbs.78dm.net	成功收听	5153009
http://bbs.78dm.net	成功收听	300922
http://bbs.78dm.net	成功收听	40321
http://bbs.78dm.net	成功收听	3825942
http://bbs.78dm.net	成功收听	3207807
